2009-11-14,Spain,Argentina,2,1,Friendly,Madrid,Spain
2010-01-18,Finland,Korea Republic,0,2,Friendly,Málaga,Spain
2010-01-22,Latvia,Korea Republic,0,1,Friendly,Málaga,Spain
2010-06-08,Spain,Poland,6,0,Friendly,Murcia,Spain
2010-10-08,Spain,Lithuania,3,1,UEFA Euro qualification,Salamanca,Spain
2011-02-09,Spain,Colombia,1,0,Friendly,Madrid,Spain
2011-03-25,Spain,Czech Republic,2,1,UEFA Euro qualification,Granada,Spain
2011-03-26,Colombia,Ecuador,2,0,Friendly,Madrid,Spain
2011-09-04,Mexico,Chile,1,0,Friendly,Barcelona,Spain
2011-09-06,Spain,Liechtenstein,6,0,UEFA Euro qualification,Logroño,Spain
2011-10-11,Spain,Scotland,3,1,UEFA Euro qualification,Alicante,Spain
2012-02-29,Spain,Venezuela,5,0,Friendly,Málaga,Spain
2012-05-22,Albania,Qatar,2,1,Friendly,Madrid,Spain
2012-06-03,Spain,China PR,1,0,Friendly,Seville,Spain
2012-09-07,Spain,Saudi Arabia,5,0,Friendly,Pontevedra,Spain
2012-10-16,Spain,France,1,1,FIFA World Cup qualification,Madrid,Spain
2013-02-02,Romania,Poland,1,4,Friendly,Málaga,Spain
2013-02-06,Chile,Egypt,2,1,Friendly,Madrid,Spain
2013-02-06,Iceland,Russia,0,2,Friendly,Marbella,Spain
2013-02-06,Norway,Ukraine,0,2,Friendly,Seville,Spain
2013-02-06,Romania,Australia,3,2,Friendly,Málaga,Spain
2013-03-22,Spain,Finland,1,1,FIFA World Cup qualification,Gijón,Spain
2013-08-14,Colombia,Serbia,1,0,Friendly,Barcelona,Spain
2013-09-08,Canada,Mauritania,0,0,Friendly,Oliva,Spain
2013-09-10,Canada,Mauritania,0,1,Friendly,Oliva,Spain
2013-10-11,Spain,Belarus,2,1,FIFA World Cup qualification,Palma de Mallorca,Spain
2013-10-15,Spain,Georgia,2,0,FIFA World Cup qualification,Albacete,Spain
2014-03-05,Colombia,Tunisia,1,1,Friendly,Barcelona,Spain
2014-03-05,Spain,Italy,1,0,Friendly,Madrid,Spain
2014-03-26,Andorra,Indonesia,0,1,Friendly,Alzira,Spain
2014-03-29,Cuba,Indonesia,1,0,Friendly,Alzira,Spain
2014-05-24,Moldova,Saudi Arabia,4,0,Friendly,Jerez de la Frontera,Spain
2014-05-29,Georgia,Saudi Arabia,2,0,Friendly,Jerez de la Frontera,Spain
2014-05-30,Spain,Bolivia,2,0,Friendly,Seville,Spain
2014-09-08,Spain,North Macedonia,5,1,UEFA Euro qualification,Valencia,Spain
2014-11-15,Spain,Belarus,3,0,UEFA Euro qualification,Huelva,Spain
2014-11-18,Spain,Germany,0,1,Friendly,Vigo,Spain
